,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
72,"frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'FAIXA_3'})","frozenset({'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.2568472098300536,0.44519509761906434,0.2568472098300536,1.0,2.2462062258728195,1.0,0.14250009117657858,inf,0.7465556339417917,0.5769318018183288,1.0,0.7884659009091644
73,"frozenset({'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})",frozenset({'SENTIDO_Centro/Barro Preto'}),0.2568472098300536,0.44519509761906434,0.2568472098300536,1.0,2.2462062258728195,1.0,0.14250009117657858,inf,0.7465556339417917,0.5769318018183288,1.0,0.7884659009091644
74,"frozenset({'SENTIDO_Centro/Barro Preto', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})",frozenset({'VELCOIDADE_velocidadeAlta'}),0.2611907137186576,0.9211916621586494,0.2568472098300536,0.9833703739816623,1.0674981270209372,1.0,0.01624050211915945,4.739032480613061,0.08558393577942072,0.27751210245958413,0.7889864642010987,0.6310954858357956
75,"frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'FAIXA_3'})","frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.31841677263434476,0.3320058100731353,0.2568472098300536,0.8066384433994788,2.4295913472772956,1.0,0.15113099129071464,3.454638045280734,0.8632961101341551,0.6525998005216781,0.7105340742234728,0.7901305395099224
76,"frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL'})","frozenset({'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})",0.32687896500607705,0.3305049916045497,0.2568472098300536,0.7857563114386346,2.377441586052638,1.0,0.1488120802450162,3.12492289920451,0.8607364071624417,0.6412575422718024,0.6799921046837466,0.7814459782249636
77,"frozenset({'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})","frozenset({'SENTIDO_Centro/Barro Preto', 'CLASSIFICAÇÃO_AUTOMÓVEL'})",0.31841677263434476,0.3320058100731353,0.2568472098300536,0.8066384433994788,2.4295913472772956,1.0,0.15113099129071464,3.454638045280734,0.8632961101341551,0.6525998005216781,0.7105340742234728,0.7901305395099224
78,"frozenset({'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})","frozenset({'SENTIDO_Centro/Barro Preto', 'FAIXA_3'})",0.32687896500607705,0.3305049916045497,0.2568472098300536,0.7857563114386346,2.377441586052638,1.0,0.1488120802450162,3.12492289920451,0.8607364071624417,0.6412575422718024,0.6799921046837466,0.7814459782249636
79,"frozenset({'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'FAIXA_3'})","frozenset({'SENTIDO_Centro/Barro Preto', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.2976081748501816,0.44519509761906434,0.2568472098300536,0.8630381539732657,1.9385616746205345,1.0,0.12435350937539544,4.050798952232581,0.6892928051651762,0.5285399845309778,0.7531351193203865,0.7199849778957972
80,"frozenset({'SENTIDO_Centro/Barro Preto', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})","frozenset({'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL'})",0.3305049916045497,0.5483098448071154,0.2568472098300536,0.7771356450112926,1.417329366545796,1.0,0.07562806917538598,2.0267492090234525,0.43980566303471136,0.4129591297889704,0.5065990426699959,0.6227850377011963
81,"frozenset({'SENTIDO_Centro/Barro Preto', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})","frozenset({'VELCOIDADE_velocidadeAlta', 'FAIXA_3'})",0.3320058100731353,0.40386243404829314,0.2568472098300536,0.773622635620366,1.9155597807541012,1.0,0.12276253525574185,2.6333797444164357,0.715514289416129,0.5361919236177441,0.6202598572726538,0.7047998061865743
82,"frozenset({'SENTIDO_Centro/Barro Preto', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'FAIXA_3'})","frozenset({'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.2611907137186576,0.42965736727109227,0.2568472098300536,0.9833703739816623,2.288731554232154,1.0,0.14462469541803763,34.29678046277064,0.7621408841893758,0.5918126596007299,0.9708427442311821,0.7905829010709855
83,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})","frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta'})",0.2611907137186576,0.42965736727109227,0.2568472098300536,0.9833703739816623,2.288731554232154,1.0,0.14462469541803763,34.29678046277064,0.7621408841893758,0.5918126596007299,0.9708427442311821,0.7905829010709855
84,"frozenset({'SENTIDO_Centro/Barro Preto', 'FAIXA_3'})","frozenset({'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.3305049916045497,0.32687896500607705,0.2568472098300536,0.7771356450112926,2.377441586052638,1.0,0.1488120802450162,3.020317156720868,0.865398209069113,0.6412575422718024,0.6689089429648868,0.7814459782249636
85,"frozenset({'SENTIDO_Centro/Barro Preto', 'CLASSIFICAÇÃO_AUTOMÓVEL'})","frozenset({'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})",0.3320058100731353,0.31841677263434476,0.2568472098300536,0.773622635620366,2.4295913472772956,1.0,0.15113099129071464,3.0108276471610598,0.8808581837843164,0.6525998005216781,0.6678654120427949,0.7901305395099224
86,"frozenset({'ENDEREÇO_Av. do Contorno, oposto ao nº 10812', 'FAIXA_3'})","frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'CLASSIFICAÇÃO_AUTOMÓVEL'})",0.3305049916045497,0.32687896500607705,0.2568472098300536,0.7771356450112926,2.377441586052638,1.0,0.1488120802450162,3.020317156720868,0.865398209069113,0.6412575422718024,0.6689089429648868,0.7814459782249636
87,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})","frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'FAIXA_3'})",0.3320058100731353,0.31841677263434476,0.2568472098300536,0.773622635620366,2.4295913472772956,1.0,0.15113099129071464,3.0108276471610598,0.8808581837843164,0.6525998005216781,0.6678654120427949,0.7901305395099224
88,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'FAIXA_3'})","frozenset({'SENTIDO_Centro/Barro Preto', 'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, oposto ao nº 10812'})",0.3041647053864366,0.42965736727109227,0.2568472098300536,0.8444346279550521,1.9653675050851767,1.0,0.12616060329692985,3.6662569904317595,0.7058988124822706,0.5384921299782559,0.7272422520816703,0.7211150280576804
89,frozenset({'CLASSIFICAÇÃO_MOTO'}),frozenset({'VELCOIDADE_velocidadeAlta'}),0.323767554921701,0.9211916621586494,0.30951285311825993,0.9559724203776737,1.0377562668527869,1.0,0.011260881046896376,1.7899766127817534,0.053801908086027916,0.3308718330010026,0.44133348287387536,0.6459821147506364
90,frozenset({'SENTIDO_Praça da Estação / Rodoviária'}),frozenset({'VELCOIDADE_velocidadeAlta'}),0.3136332979717435,0.9211916621586494,0.2737531526847877,0.8728446706875214,0.9475169028800853,1.0,-0.015163226382101658,0.6197800616573649,-0.07467425981568053,0.2848415181508502,-0.6134755889466372,0.5850087609108874
91,frozenset({'SENTIDO_Praça da Estação / Rodoviária'}),"frozenset({'ENDEREÇO_Av. do Contorno, nº 629'})",0.3136332979717435,0.3136332979717435,0.3136332979717435,1.0,3.1884369627426934,1.0,0.21526745237511105,inf,1.0000000000000002,1.0,1.0,1.0
92,"frozenset({'ENDEREÇO_Av. do Contorno, nº 629'})",frozenset({'SENTIDO_Praça da Estação / Rodoviária'}),0.3136332979717435,0.3136332979717435,0.3136332979717435,1.0,3.1884369627426934,1.0,0.21526745237511105,inf,1.0000000000000002,1.0,1.0,1.0
93,"frozenset({'ENDEREÇO_Av. do Contorno, nº 629'})",frozenset({'VELCOIDADE_velocidadeAlta'}),0.3136332979717435,0.9211916621586494,0.2737531526847877,0.8728446706875214,0.9475169028800853,1.0,-0.015163226382101658,0.6197800616573649,-0.07467425981568053,0.2848415181508502,-0.6134755889466372,0.5850087609108874
94,"frozenset({'VELCOIDADE_velocidadeAlta', 'SENTIDO_Praça da Estação / Rodoviária'})","frozenset({'ENDEREÇO_Av. do Contorno, nº 629'})",0.2737531526847877,0.3136332979717435,0.2737531526847877,1.0,3.1884369627426934,1.0,0.18789504857809552,inf,0.9450873412609162,0.8728446706875216,1.0,0.9364223353437606
95,"frozenset({'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, nº 629'})",frozenset({'SENTIDO_Praça da Estação / Rodoviária'}),0.2737531526847877,0.3136332979717435,0.2737531526847877,1.0,3.1884369627426934,1.0,0.18789504857809552,inf,0.9450873412609162,0.8728446706875216,1.0,0.9364223353437606
96,"frozenset({'SENTIDO_Praça da Estação / Rodoviária', 'ENDEREÇO_Av. do Contorno, nº 629'})",frozenset({'VELCOIDADE_velocidadeAlta'}),0.3136332979717435,0.9211916621586494,0.2737531526847877,0.8728446706875214,0.9475169028800853,1.0,-0.015163226382101658,0.6197800616573649,-0.07467425981568053,0.2848415181508502,-0.6134755889466372,0.5850087609108874
97,frozenset({'SENTIDO_Praça da Estação / Rodoviária'}),"frozenset({'VELCOIDADE_velocidadeAlta', 'ENDEREÇO_Av. do Contorno, nº 629'})",0.3136332979717435,0.2737531526847877,0.2737531526847877,0.8728446706875214,3.1884369627426934,1.0,0.18789504857809552,5.711493582235099,1.0000000000000002,0.8728446706875216,0.8249144491538295,0.9364223353437606
98,"frozenset({'ENDEREÇO_Av. do Contorno, nº 629'})","frozenset({'VELCOIDADE_velocidadeAlta', 'SENTIDO_Praça da Estação / Rodoviária'})",0.3136332979717435,0.2737531526847877,0.2737531526847877,0.8728446706875214,3.1884369627426934,1.0,0.18789504857809552,5.711493582235099,1.0000000000000002,0.8728446706875216,0.8249144491538295,0.9364223353437606
