Pattern,#SUP:,#CONF:
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2467.0,0.9327032136105861
2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2531.0,0.950075075075075
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60",2434.0,0.9136636636636637
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2421.0,0.9087837837837838
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2442.0,0.9166666666666666
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2419.0,0.9080330330330331
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2501.0,0.9388138138138138
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2434.0,0.9136636636636637
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2516.0,0.9444444444444444
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2431.0,0.9125375375375375
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2488.0,0.933933933933934
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2425.0,0.9102852852852853
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2487.0,0.9335585585585585
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2463.0,0.9245495495495496
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2460.0,0.9234234234234234
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2441.0,0.9162912912912913
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2483.0,0.9320570570570571
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2461.0,0.9237987987987988
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2499.0,0.9380630630630631
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2421.0,0.9087837837837838
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2474.0,0.9286786786786787
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2419.0,0.9080330330330331
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2471.0,0.9275525525525525
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2451.0,0.920045045045045
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2496.0,0.9369369369369369
"2_349_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2473.0,0.9283033033033034
1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2541.0,0.9606805293005671
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2454.0,0.9277882797731569
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9198487712665406
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2426.0,0.9172022684310019
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2512.0,0.9497164461247637
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2434.0,0.920226843100189
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2456.0,0.9285444234404537
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2510.0,0.9489603024574669
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2436.0,0.9209829867674858
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2416.0,0.913421550094518
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2485.0,0.9395085066162571
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2420.0,0.9149338374291115
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2438.0,0.9217391304347826
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2478.0,0.9368620037807184
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2456.0,0.9285444234404537
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2506.0,0.9474480151228734
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2430.0,0.9187145557655955
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2480.0,0.9376181474480151
2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2532.0,0.9497374343585896
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60",2431.0,0.9118529632408102
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2445.0,0.9171042760690172
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2417.0,0.9066016504126031
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2498.0,0.9369842460615154
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2417.0,0.9066016504126031
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2509.0,0.9411102775693924
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2424.0,0.9092273068267067
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2479.0,0.9298574643660915
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2424.0,0.9092273068267067
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2480.0,0.9302325581395349
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2455.0,0.9208552138034508
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2452.0,0.9197299324831207
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2433.0,0.9126031507876969
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2475.0,0.9283570892723181
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2453.0,0.9201050262565641
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2441.0,0.9156039009752438
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2500.0,0.9377344336084021
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2424.0,0.9092273068267067
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2472.0,0.927231807951988
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2423.0,0.9088522130532634
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2469.0,0.9261065266316579
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2448.0,0.9182295573893473
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2494.0,0.9354838709677419
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2417.0,0.9066016504126031
"2_349_AUTOMÓVEL_PEQUENO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2470.0,0.9264816204051013
1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,2530.0,0.9565217391304348
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2453.0,0.9274102079395085
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2429.0,0.9183364839319471
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2419.0,0.9145557655954631
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2501.0,0.9455576559546314
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2433.0,0.9198487712665406
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2454.0,0.9277882797731569
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2490.0,0.941398865784499
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2422.0,0.9156899810964083
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_350_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2467.0,0.9327032136105861
2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2539.0,0.9512926189584114
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60",2436.0,0.9127013862869989
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_328_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2419.0,0.9063319595354066
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2452.0,0.9186961408767329
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2425.0,0.9085799925065567
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2422.0,0.9074559760209816
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2507.0,0.9393031097789434
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2421.0,0.9070813038591232
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2511.0,0.9408017984263769
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2427.0,0.9093293368302735
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2484.0,0.9306856500562009
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2423.0,0.90783064818284
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2495.0,0.9348070438366429
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2471.0,0.9258149119520419
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2470.0,0.9254402397901836
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2451.0,0.9183214687148745
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2483.0,0.9303109778943425
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2462.0,0.9224428624953166
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2444.0,0.9156987635818659
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2520.0,0.9441738478831023
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_366_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9130760584488572
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2492.0,0.9336830273510678
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2431.0,0.910828025477707
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2490.0,0.932933683027351
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2469.0,0.9250655676283253
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2506.0,0.938928437617085
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_370_AUTOMÓVEL_MÉDIO_0-40",2423.0,0.90783064818284
"2_350_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2482.0,0.9299363057324841
1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_366_AUTOMÓVEL_MÉDIO_41-60,2473.0,0.9349716446124764
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_366_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2447.0,0.9251417769376181
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_366_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60",2437.0,0.9213610586011343
"1_349_AUTOMÓVEL_PEQUENO_41-60 ==> 2_366_AUTOMÓVEL_MÉDIO_41-60,3_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2417.0,0.9137996219281663
2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2490.0,0.9496567505720824
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2461.0,0.9385964912280702
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60",2466.0,0.9405034324942791
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2439.0,0.9302059496567505
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60",2451.0,0.9347826086956522
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,4_349_AUTOMÓVEL_MÉDIO_41-60",2427.0,0.9256292906178489
"2_366_AUTOMÓVEL_MÉDIO_41-60 ==> 1_349_AUTOMÓVEL_PEQUENO_41-60,2_349_AUTOMÓVEL_MÉDIO_41-60,2_349_AUTOMÓVEL_PEQUENO_41-60,2_350_AUTOMÓVEL_MÉDIO_41-60",2424.0,0.9244851258581236
